Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2020-05-24;3,00;57,00;42,00;12,00;30,00;21,00;0,00;27,00;36,00;21,00;45,00;81,00;33,00;12,00;24,00;30,00;3,00;20,00;3,00;9,00;23,00;3,00;15,00;15,00;3,00;8,00;0,00;23,00;0,00;3,00;3,00;0,00;9,00;0,00;0,00
2020-05-31;20,00;40,00;63,33;30,00;40,00;47,14;0,00;25,71;44,29;12,50;25,00;50,00;25,00;15,00;40,00;32,50;7,50;17,00;11,00;17,00;20,00;6,00;20,00;9,00;3,00;14,12;5,88;23,53;6,00;3,00;3,00;6,00;0,00;9,00;0,00
2020-06-07;28,00;56,00;40,44;15,56;49,78;30,95;5,89;22,11;58,95;25,45;40,73;63,64;33,09;5,60;78,40;39,20;8,40;22,00;17,00;14,00;22,00;17,00;25,00;22,00;11,00;5,83;2,33;36,17;0,00;0,00;3,00;6,00;3,00;0,00;6,00
2020-06-14;28,00;62,22;40,44;24,89;68,44;63,37;2,95;17,68;51,58;33,09;58,55;56,00;25,45;22,91;73,82;43,27;25,45;37,00;17,00;28,00;34,00;6,00;48,00;8,00;0,00;7,84;0,00;35,84;6,00;3,00;6,00;6,00;11,00;3,00;3,00
2020-06-21;61,00;76,25;42,70;18,30;51,85;50,83;0,00;45,02;39,21;37,13;71,61;74,26;39,78;23,87;39,78;37,13;13,26;24,00;6,00;33,00;21,00;21,00;30,00;3,00;12,00;5,75;5,75;46,04;6,00;12,00;3,00;0,00;12,00;0,00;0,00
2020-06-28;42,00;78,00;33,00;39,00;54,00;42,00;0,00;8,69;53,59;26,25;57,75;91,88;23,63;15,75;55,13;31,50;31,50;33,00;15,00;18,00;36,00;12,00;30,00;6,00;6,00;9,33;11,67;51,33;12,00;6,00;3,00;9,00;3,00;3,00;3,00
2020-07-05;88,00;84,97;15,17;42,48;36,41;22,00;2,93;22,00;35,20;20,71;49,18;90,59;41,41;29,33;64,00;56,00;18,67;28,00;19,00;38,00;28,00;22,00;44,00;9,00;13,00;12,74;3,47;34,74;0,00;3,00;6,00;3,00;9,00;3,00;6,00
2020-07-12;99,00;99,00;40,22;30,94;52,59;45,13;0,00;37,85;34,94;26,05;72,95;96,39;65,13;32,11;96,32;32,11;29,43;26,00;16,00;32,00;32,00;26,00;35,00;6,00;13,00;9,21;12,66;54,10;3,00;3,00;45,00;0,00;6,00;3,00;19,00
2020-07-19;85,00;63,75;60,71;48,57;51,61;52,76;0,00;23,45;52,76;39,84;63,75;87,66;53,13;39,84;108,91;47,81;31,88;39,00;26,00;39,00;16,00;46,00;16,00;13,00;3,00;19,79;6,99;19,79;3,00;0,00;23,00;13,00;26,00;3,00;0,00
2020-07-26;93,00;99,20;43,40;24,80;71,30;56,67;2,91;36,33;33,42;23,25;95,58;118,83;43,92;50,49;138,17;39,86;34,54;37,00;10,00;40,00;20,00;40,00;53,00;17,00;10,00;6,89;0,00;36,74;13,00;10,00;10,00;3,00;10,00;10,00;0,00
2020-08-02;100,00;54,55;24,24;18,18;30,30;47,83;0,00;13,04;31,88;28,95;57,89;118,42;31,58;42,11;92,11;47,37;13,16;29,00;0,00;13,00;35,00;26,00;35,00;3,00;6,00;9,20;3,45;39,08;3,00;13,00;6,00;3,00;16,00;0,00;10,00
2020-08-09;58,00;112,95;76,32;27,47;45,79;33,35;0,00;42,05;60,90;31,64;55,36;94,91;52,73;31,64;87,00;23,73;13,18;37,00;18,00;31,00;6,00;30,00;37,00;3,00;9,00;9,28;3,48;40,60;0,00;3,00;6,00;6,00;12,00;6,00;3,00
2020-08-16;33,00;72,00;42,00;27,00;24,00;38,74;0,00;38,74;38,74;33,00;58,38;73,62;20,31;27,92;101,54;17,77;12,69;30,00;6,00;15,00;24,00;9,00;33,00;0,00;6,00;3,41;12,52;53,48;0,00;3,00;3,00;3,00;12,00;0,00;6,00
2020-08-23;27,00;99,00;54,00;15,00;24,00;79,50;3,00;27,00;43,50;62,10;99,90;78,30;43,20;45,90;151,20;32,40;24,30;36,00;9,00;24,00;21,00;12,00;27,00;18,00;12,00;5,87;0,00;45,78;0,00;6,00;6,00;0,00;3,00;3,00;0,00
2020-08-30;35,00;37,92;29,17;32,08;35,00;37,92;5,83;20,42;43,75;40,00;42,50;67,50;47,50;16,15;129,23;24,23;26,92;41,00;27,00;9,00;27,00;21,00;35,00;12,00;9,00;11,29;0,00;46,29;0,00;9,00;6,00;0,00;3,00;3,00;0,00
2020-09-06;21,00;60,00;33,00;21,00;24,00;61,50;9,00;21,00;52,50;21,00;55,13;126,00;15,75;15,75;84,00;47,25;15,75;30,00;9,00;21,00;12,00;12,00;30,00;12,00;9,00;9,33;0,00;54,83;3,00;3,00;3,00;0,00;0,00;3,00;0,00
2020-09-13;18,00;36,00;33,00;24,00;30,00;70,50;0,00;30,00;40,50;33,43;56,57;102,86;41,14;15,43;128,57;23,14;18,00;36,00;18,00;9,00;33,00;18,00;45,00;6,00;12,00;0,00;6,00;31,20;3,00;0,00;6,00;0,00;3,00;0,00;0,00
2020-09-20;6,00;63,00;42,00;51,00;30,00;87,00;0,00;45,00;51,00;9,00;84,00;147,00;60,00;18,00;171,00;24,00;12,00;35,00;15,00;23,00;21,00;9,00;44,00;15,00;6,00;3,60;9,60;24,00;6,00;0,00;12,00;0,00;12,00;6,00;0,00
2020-09-27;9,00;30,00;30,00;30,00;24,00;60,00;0,00;37,50;12,00;13,50;65,25;141,75;54,00;21,00;222,00;24,00;42,00;49,00;6,00;18,00;37,00;0,00;15,00;15,00;6,00;3,38;0,00;45,00;0,00;3,00;3,00;0,00;3,00;3,00;0,00
2020-10-04;16,00;41,60;19,20;22,40;25,60;65,45;2,91;30,55;27,64;18,67;80,00;160,00;61,33;5,33;146,67;10,67;29,33;50,00;0,00;12,00;12,00;3,00;56,00;19,00;3,00;3,69;0,00;36,92;9,00;0,00;3,00;0,00;3,00;3,00;0,00
2020-10-11;10,00;56,67;30,00;10,00;20,00;55,71;0,00;10,00;21,43;5,00;40,00;97,50;52,50;2,50;45,00;17,50;12,50;32,00;6,00;22,00;35,00;6,00;29,00;13,00;3,00;0,00;0,00;27,50;0,00;0,00;0,00;3,00;6,00;0,00;0,00
2020-10-18;9,00;54,00;39,00;12,00;33,00;42,00;0,00;28,50;3,00;11,25;36,00;67,50;24,75;11,25;29,25;11,25;11,25;22,00;9,00;16,00;6,00;0,00;22,00;3,00;6,00;9,00;0,00;18,00;0,00;6,00;0,00;0,00;3,00;3,00;0,00
2020-10-25;36,00;48,00;24,00;3,00;30,00;27,36;0,00;27,36;11,52;2,57;72,00;69,43;72,00;0,00;23,14;2,57;2,57;12,00;15,00;15,00;30,00;0,00;21,00;12,00;6,00;3,38;0,00;9,00;0,00;3,00;0,00;0,00;0,00;0,00;6,00
2020-11-01;14,00;22,40;22,40;11,20;8,40;19,60;2,80;22,40;8,40;18,67;42,00;44,33;44,33;11,20;22,40;19,60;8,40;17,00;9,00;6,00;32,00;20,00;20,00;3,00;0,00;0,00;0,00;23,33;3,00;0,00;0,00;3,00;0,00;0,00;0,00
2020-11-08;3,00;48,00;18,00;12,00;15,00;40,50;0,00;31,50;16,50;15,00;66,00;51,00;81,00;15,00;39,00;18,00;3,00;3,00;9,00;9,00;18,00;0,00;6,00;6,00;3,00;0,00;3,00;16,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00
2020-11-15;15,00;51,00;78,00;9,00;36,00;40,91;0,00;0,00;20,45;12,50;35,00;32,50;32,50;15,00;25,00;12,50;0,00;6,00;9,00;3,00;15,00;0,00;15,00;0,00;0,00;3,46;0,00;3,46;0,00;0,00;0,00;0,00;0,00;0,00;3,00
2020-11-22;3,00;48,00;36,00;9,00;33,00;30,00;0,00;30,00;24,00;15,00;27,00;33,00;66,00;3,00;30,00;21,00;6,00;15,00;6,00;6,00;15,00;6,00;9,00;3,00;6,00;5,00;0,00;10,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00
2020-11-29;6,00;51,00;51,00;21,00;18,00;34,50;6,00;21,00;33,00;18,00;33,00;60,00;39,00;15,00;27,00;24,00;9,00;9,00;21,00;15,00;9,00;3,00;0,00;12,00;3,00;6,00;0,00;9,60;0,00;0,00;0,00;0,00;6,00;0,00;0,00
2020-12-06;3,00;42,00;42,00;12,00;33,00;30,00;0,00;24,00;37,50;6,00;30,00;39,00;69,00;3,00;18,00;9,00;24,00;12,00;9,00;9,00;9,00;9,00;15,00;6,00;3,00;0,00;0,00;16,00;6,00;0,00;3,00;0,00;3,00;0,00;0,00
2020-12-13;6,00;66,00;21,00;27,00;18,00;31,50;0,00;37,50;25,50;12,00;27,00;78,00;54,00;9,00;21,00;15,00;3,00;6,00;21,00;6,00;18,00;3,00;18,00;3,00;6,00;3,60;0,00;13,20;0,00;0,00;0,00;3,00;3,00;3,00;3,00
2020-12-20;7,00;66,50;87,50;10,50;28,00;23,80;0,00;9,80;19,60;7,00;30,33;42,00;37,33;7,00;18,67;2,33;28,00;14,00;4,00;0,00;21,00;7,00;25,00;11,00;7,00;0,00;0,00;10,50;4,00;4,00;0,00;0,00;3,00;0,00;0,00
2020-12-27;3,00;84,00;18,00;6,00;24,00;46,50;3,00;39,00;33,00;3,00;33,00;57,00;39,00;12,00;33,00;24,00;12,00;14,00;7,00;14,00;7,00;7,00;0,00;10,00;10,00;0,00;0,00;6,00;0,00;4,00;4,00;4,00;0,00;0,00;0,00
2021-01-03;6,00;39,00;30,00;9,00;48,00;25,50;0,00;69,00;18,00;21,00;42,00;42,00;45,00;9,00;30,00;6,00;9,00;9,00;18,00;3,00;18,00;6,00;3,00;6,00;0,00;6,00;0,00;13,20;3,00;0,00;6,00;0,00;6,00;0,00;0,00
2021-01-10;9,00;42,00;33,00;12,00;27,00;43,50;3,00;114,00;18,00;24,00;36,00;57,00;42,00;9,00;21,00;36,00;0,00;12,00;27,00;3,00;15,00;6,00;6,00;9,00;3,00;3,38;0,00;18,00;0,00;0,00;0,00;3,00;6,00;0,00;0,00
2021-01-17;21,00;57,00;36,00;9,00;18,00;33,00;0,00;60,00;9,00;21,00;26,25;36,75;39,38;2,63;21,00;18,38;5,25;27,00;6,00;15,00;6,00;3,00;9,00;6,00;3,00;0,00;5,83;5,83;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-24;12,00;39,00;21,00;0,00;36,00;54,00;0,00;24,00;9,00;18,00;9,00;54,00;54,00;3,00;33,00;12,00;3,00;6,00;12,00;15,00;23,00;6,00;15,00;9,00;3,00;6,00;3,60;15,60;3,00;0,00;3,00;0,00;6,00;3,00;3,00
2021-01-31;12,00;36,00;33,00;6,00;36,00;60,00;0,00;30,00;18,00;14,40;21,60;64,80;36,00;9,00;24,00;18,00;3,00;21,00;6,00;6,00;6,00;0,00;18,00;3,00;0,00;0,00;0,00;27,60;0,00;0,00;0,00;0,00;3,00;0,00;3,00
2021-02-07;12,00;45,00;33,00;15,00;30,00;46,50;0,00;31,50;9,00;14,40;43,20;69,60;31,20;14,40;19,20;14,40;0,00;12,00;0,00;6,00;15,00;0,00;15,00;6,00;0,00;0,00;0,00;40,80;0,00;0,00;0,00;0,00;9,00;3,00;0,00
2021-02-14;0,00;17,00;6,00;2,00;16,00;30,00;0,00;13,00;15,00;2,00;7,00;27,00;10,00;8,00;7,00;6,00;5,00;19,00;9,00;3,00;13,00;3,00;22,00;6,00;0,00;3,00;5,00;22,00;3,00;9,00;3,00;0,00;0,00;0,00;0,00
2021-02-21;6,00;39,00;15,00;9,00;39,00;39,00;0,00;19,50;13,50;15,00;18,00;102,00;42,00;6,00;36,00;3,00;3,00;19,00;13,00;6,00;19,00;3,00;9,00;6,00;3,00;6,00;0,00;3,60;0,00;0,00;0,00;0,00;3,00;0,00;0,00
2021-02-28;18,00;30,00;15,00;3,00;51,00;26,31;0,00;31,85;20,77;28,29;36,00;54,00;38,57;15,43;64,29;7,71;2,57;15,00;0,00;18,00;18,00;6,00;9,00;3,00;0,00;9,00;3,38;3,38;0,00;0,00;3,00;3,00;0,00;0,00;0,00
2021-03-07;9,00;33,00;27,00;6,00;51,00;37,50;0,00;21,00;31,50;9,00;45,00;66,00;54,00;3,00;30,00;3,00;9,00;12,00;9,00;15,00;12,00;0,00;15,00;9,00;3,00;3,38;0,00;23,63;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-14;9,00;54,00;15,00;18,00;51,00;43,50;3,00;33,00;34,50;24,00;39,00;78,00;72,00;12,00;30,00;12,00;9,00;9,00;0,00;14,00;20,00;6,00;20,00;11,00;3,00;2,57;2,57;15,43;0,00;0,00;0,00;0,00;0,00;0,00;3,00
2021-03-21;15,00;45,00;21,00;6,00;54,00;23,18;2,73;34,09;34,09;5,00;52,50;52,50;47,50;12,50;20,00;22,50;12,50;22,00;25,00;9,00;6,00;0,00;18,00;6,00;9,00;3,46;3,46;0,00;6,00;6,00;3,00;0,00;6,00;0,00;3,00
2021-03-28;3,00;30,00;36,00;0,00;48,00;16,50;0,00;48,00;37,50;15,00;36,00;63,00;90,00;12,00;12,00;9,00;3,00;10,00;10,00;10,00;10,00;7,00;3,00;7,00;0,00;6,00;0,00;12,00;3,00;3,00;0,00;0,00;10,00;0,00;0,00
2021-04-04;16,00;25,60;32,00;6,40;48,00;29,09;0,00;34,91;37,82;16,00;18,67;40,00;32,00;10,67;21,33;21,33;2,67;10,00;3,00;6,00;22,00;6,00;3,00;6,00;3,00;0,00;3,43;35,43;0,00;3,00;0,00;3,00;3,00;0,00;3,00
2021-04-11;6,00;36,00;30,00;18,00;51,00;31,50;0,00;25,50;31,50;9,00;36,00;36,00;36,00;27,00;24,00;6,00;6,00;12,00;6,00;0,00;18,00;3,00;15,00;6,00;0,00;3,60;3,60;19,20;3,00;3,00;0,00;3,00;3,00;0,00;0,00
2021-04-18;6,00;39,00;21,00;9,00;42,00;33,00;0,00;39,00;42,00;21,00;36,00;63,00;18,00;12,00;21,00;21,00;12,00;13,00;9,00;6,00;25,00;0,00;3,00;3,00;6,00;6,00;6,00;19,20;3,00;0,00;3,00;3,00;0,00;0,00;0,00
2021-04-25;3,00;36,00;30,00;12,00;60,00;18,00;0,00;52,50;37,50;0,00;6,00;57,00;36,00;18,00;66,00;30,00;3,00;15,00;6,00;6,00;15,00;0,00;18,00;6,00;3,00;5,00;0,00;13,00;3,00;0,00;6,00;0,00;6,00;0,00;0,00
2021-05-02;9,00;54,00;27,00;15,00;54,00;46,50;0,00;61,50;37,50;18,00;30,00;84,00;27,00;15,00;21,00;6,00;3,00;15,00;6,00;3,00;21,00;3,00;18,00;6,00;6,00;3,38;3,38;9,00;0,00;0,00;0,00;6,00;3,00;0,00;3,00
2021-05-09;22,00;50,29;25,14;15,71;69,14;49,87;0,00;27,87;38,13;11,00;44,00;82,50;30,25;13,75;60,50;22,00;5,50;22,00;9,00;12,00;9,00;6,00;12,00;3,00;0,00;3,47;3,47;27,79;0,00;6,00;3,00;3,00;12,00;0,00;0,00
2021-05-16;18,00;66,00;21,00;12,00;66,00;61,50;0,00;24,00;58,50;18,00;43,71;118,29;43,71;7,71;51,43;18,00;15,43;33,00;12,00;21,00;18,00;18,00;39,00;9,00;9,00;9,00;0,00;9,00;0,00;0,00;3,00;6,00;12,00;0,00;0,00
2021-05-23;16,00;38,40;41,60;9,60;80,00;65,45;0,00;46,55;43,64;16,00;40,00;93,33;34,67;18,67;98,67;29,33;13,33;19,00;9,00;16,00;22,00;16,00;35,00;13,00;3,00;9,14;3,43;12,57;0,00;3,00;0,00;3,00;6,00;3,00;0,00
2021-05-30;25,00;90,63;28,13;9,38;62,50;63,24;2,94;51,47;60,29;25,00;42,50;85,00;40,00;15,00;77,50;17,50;2,50;35,00;13,00;19,00;25,00;9,00;9,00;9,00;3,00;12,50;3,41;25,00;3,00;9,00;3,00;0,00;3,00;0,00;3,00
2021-06-06;22,00;66,00;31,43;18,86;81,71;61,60;0,00;36,67;58,67;22,00;38,50;143,00;60,50;16,50;85,25;24,75;13,75;34,00;18,00;31,00;34,00;15,00;31,00;6,00;12,00;9,26;3,47;46,32;0,00;3,00;6,00;3,00;0,00;0,00;6,00
2021-06-13;56,00;80,89;43,56;34,22;74,67;50,11;0,00;53,05;72,21;2,67;45,33;90,67;45,33;32,00;72,00;29,33;10,67;47,00;9,00;28,00;19,00;12,00;28,00;6,00;19,00;9,14;3,43;49,14;9,00;3,00;0,00;3,00;3,00;0,00;0,00
2021-06-20;16,00;96,00;44,80;25,60;102,40;58,18;2,91;43,64;71,27;29,33;56,00;101,33;61,33;42,67;88,00;48,00;16,00;31,00;19,00;19,00;34,00;22,00;43,00;9,00;12,00;13,54;0,00;36,92;6,00;6,00;3,00;6,00;6,00;3,00;3,00
2021-06-27;44,00;88,00;28,29;34,57;100,57;44,00;0,00;35,20;52,80;20,71;62,12;119,06;46,59;41,25;74,25;30,25;13,75;34,00;16,00;37,00;31,00;16,00;56,00;12,00;3,00;16,21;0,00;50,95;9,00;3,00;6,00;3,00;6,00;3,00;0,00
2021-07-04;49,00;107,19;36,75;49,00;116,38;49,00;0,00;36,03;25,94;12,89;54,16;177,95;67,05;46,28;144,28;40,83;16,33;29,00;10,00;26,00;20,00;16,00;23,00;13,00;3,00;12,53;3,42;54,70;3,00;7,00;13,00;7,00;23,00;3,00;0,00
2021-07-11;80,00;89,23;55,38;24,62;144,62;80,00;0,00;66,91;52,36;33,55;67,10;190,97;43,87;48,00;136,00;50,67;21,33;47,00;7,00;27,00;33,00;27,00;20,00;13,00;10,00;13,91;3,48;44,06;3,00;7,00;7,00;7,00;13,00;3,00;13,00
2021-07-18;73,00;118,63;36,50;30,42;112,54;102,20;0,00;48,18;62,78;36,50;52,14;153,82;33,89;31,29;112,11;26,07;31,29;51,00;15,00;29,00;37,00;18,00;48,00;18,00;15,00;25,09;6,84;65,02;4,00;22,00;7,00;4,00;18,00;4,00;0,00
2021-07-25;86,00;104,43;49,14;27,64;95,21;68,51;0,00;46,64;56,85;13,03;65,15;218,91;78,18;40,31;147,81;32,25;29,56;43,00;18,00;29,00;29,00;21,00;50,00;11,00;11,00;6,97;3,49;68,57;4,00;11,00;7,00;7,00;18,00;0,00;4,00
2021-08-01;78,00;123,00;57,00;30,00;117,00;73,67;2,89;49,11;49,11;36,40;59,80;171,60;49,40;52,00;150,80;31,20;28,60;54,00;25,00;18,00;36,00;18,00;36,00;4,00;21,00;18,35;21,79;57,35;0,00;14,00;0,00;4,00;14,00;0,00;4,00
2021-08-08;33,00;144,00;42,00;15,00;123,00;70,50;0,00;70,50;63,00;49,50;107,25;148,50;52,25;38,50;112,75;22,00;41,25;40,00;22,00;33,00;43,00;11,00;43,00;7,00;7,00;7,07;3,54;33,00;7,00;7,00;0,00;11,00;4,00;0,00;4,00
2021-08-15;30,00;87,00;48,00;30,00;84,00;45,71;7,14;62,86;48,57;15,00;57,50;112,50;45,00;49,09;90,00;43,64;51,82;33,00;20,00;30,00;23,00;7,00;47,00;10,00;7,00;17,31;3,46;70,38;3,00;0,00;3,00;0,00;7,00;0,00;0,00
2021-08-22;21,00;105,00;48,00;42,00;84,00;46,50;0,00;39,00;64,50;23,63;60,38;165,38;49,88;34,13;131,25;55,13;18,38;35,00;24,00;17,00;21,00;17,00;24,00;14,00;17,00;7,00;14,00;31,50;3,00;11,00;0,00;10,00;14,00;3,00;0,00
2021-08-29;37,00;92,50;61,67;9,25;101,75;62,62;0,00;62,62;46,96;18,50;68,71;137,43;44,93;37,00;95,14;39,64;23,79;41,00;20,00;3,00;47,00;3,00;34,00;20,00;7,00;6,94;6,94;57,81;3,00;3,00;3,00;3,00;10,00;0,00;0,00
2021-09-05;52,00;143,76;61,18;45,88;85,65;69,83;0,00;35,66;66,86;18,20;88,40;163,80;41,60;41,60;101,40;41,60;18,20;34,00;24,00;21,00;45,00;28,00;52,00;14,00;21,00;10,40;3,47;34,67;3,00;10,00;3,00;3,00;17,00;3,00;0,00
2021-09-12;43,00;153,57;76,79;39,93;86,00;48,73;0,00;71,67;63,07;32,88;45,53;121,41;68,29;29,56;67,19;67,19;26,88;74,00;27,00;27,00;33,00;17,00;47,00;7,00;20,00;19,24;3,39;56,58;0,00;3,00;3,00;3,00;7,00;0,00;3,00
2021-09-19;44,00;210,57;81,71;53,43;135,14;82,13;2,93;68,93;33,73;33,65;75,06;134,59;88,00;46,59;69,88;59,53;36,24;31,00;10,00;44,00;34,00;10,00;24,00;17,00;20,00;10,42;0,00;24,32;0,00;3,00;0,00;3,00;14,00;3,00;0,00
2021-09-26;37,00;163,42;70,92;52,42;126,42;108,04;2,96;60,68;91,76;26,43;79,29;200,86;97,79;42,29;87,21;55,50;13,21;53,00;20,00;50,00;27,00;13,00;74,00;13,00;13,00;6,94;0,00;47,41;0,00;3,00;7,00;3,00;3,00;3,00;3,00
2021-10-03;24,00;159,00;87,00;48,00;117,00;69,00;3,00;72,00;87,00;42,67;96,00;240,00;82,67;50,67;149,33;37,33;24,00;64,00;40,00;50,00;54,00;17,00;34,00;13,00;10,00;10,80;10,80;52,80;7,00;7,00;0,00;3,00;10,00;13,00;0,00
2021-10-10;32,00;198,40;105,60;54,40;115,20;77,09;0,00;69,82;56,73;29,33;77,33;240,00;72,00;64,00;146,67;45,33;42,67;46,00;18,00;28,00;57,00;11,00;74,00;32,00;18,00;10,29;0,00;38,86;0,00;4,00;7,00;4,00;7,00;0,00;0,00
2021-10-17;28,00;276,89;68,44;49,78;87,11;107,58;2,95;63,37;66,32;20,36;48,36;203,64;71,27;36,40;117,60;92,40;28,00;38,00;17,00;21,00;34,00;3,00;65,00;10,00;10,00;7,00;3,50;56,00;0,00;3,00;0,00;3,00;3,00;14,00;0,00
2021-10-24;7,00;220,50;94,50;45,50;101,50;81,20;2,80;61,60;49,00;32,67;60,67;214,67;95,67;30,33;63,00;49,00;23,33;34,00;27,00;27,00;34,00;10,00;51,00;14,00;7,00;7,00;10,50;38,50;7,00;7,00;0,00;0,00;7,00;10,00;0,00
2021-10-31;13,00;195,00;71,50;68,25;65,00;53,44;7,22;63,56;66,44;49,40;54,60;166,40;78,00;39,00;85,80;36,40;36,40;13,00;33,00;33,00;47,00;10,00;50,00;7,00;3,00;3,25;9,75;28,17;3,00;0,00;0,00;0,00;13,00;3,00;3,00
2021-11-07;30,00;153,00;84,00;63,00;81,00;95,71;0,00;77,14;58,57;24,55;62,73;174,55;54,55;38,18;81,82;43,64;43,64;19,00;11,00;45,00;37,00;7,00;37,00;22,00;11,00;0,00;0,00;41,54;4,00;4,00;11,00;0,00;0,00;0,00;0,00
