Semaine;Nice (FR);Mallorca (ES);Benidorm (ES);reta (SI);Agadir (MA);Ibiza (ES);Djerba (TN);Lloret de Mar (ES);Corfu (GR);Santorini Island (GR);Marbella (ES);Faro (PT);Málaga (ES);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Torremolinos (ES);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Sitges (ES);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2020-05-24;4,00;7,00;1,00;0,50;0,00;3,00;1,00;2,00;4,00;10,00;1,00;1,00;0,50;1,00;2,00;0,50;0,50;1,00;2,00;0,00;0,50;1,00;0,50;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-05-31;6,00;10,00;0,50;0,00;1,00;8,00;0,50;1,00;6,00;11,00;0,50;0,50;1,00;0,00;1,00;1,00;0,00;1,00;0,50;1,00;0,00;2,00;1,00;0,50;0,00;0,00;0,00;1,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-07;7,00;12,00;1,00;0,00;0,00;11,00;1,00;0,00;7,00;13,00;0,50;1,00;1,00;0,00;4,00;1,00;0,00;1,00;1,00;1,00;1,00;3,00;4,00;0,00;0,00;0,00;0,50;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-14;9,00;14,00;1,00;0,00;2,00;17,00;2,00;1,00;9,00;16,00;0,50;0,00;2,00;1,00;3,00;0,50;0,00;0,00;1,00;1,00;4,00;2,00;4,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-21;12,00;11,00;1,00;0,00;0,50;14,00;2,00;1,00;10,00;20,00;0,50;0,50;2,00;1,00;6,00;2,00;0,00;1,00;2,00;1,00;1,00;3,00;2,00;0,00;0,00;0,50;0,00;1,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-28;14,00;17,00;0,00;0,50;0,50;15,00;2,00;3,00;9,00;16,00;1,00;1,00;1,00;1,00;4,00;1,00;0,50;2,00;2,00;0,00;2,00;2,00;3,00;0,00;0,00;0,00;0,00;4,00;0,00;0,50;0,50;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-05;12,00;19,00;1,00;0,50;1,00;17,00;1,00;1,00;22,00;23,00;1,00;0,50;2,00;1,00;12,00;2,00;0,50;0,00;1,00;1,00;2,00;2,00;4,00;0,00;0,50;0,00;0,00;2,00;0,00;0,50;0,50;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-12;12,00;21,00;2,00;1,00;0,50;22,00;0,00;3,00;15,00;24,00;2,00;2,00;2,00;1,00;9,00;2,00;0,00;1,00;2,00;1,00;2,00;2,00;4,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-19;19,00;20,00;2,00;1,00;1,00;27,00;2,00;0,50;14,00;35,00;2,00;0,00;3,00;0,00;9,00;3,00;0,00;0,50;1,00;2,00;2,00;5,00;5,00;0,50;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,50;0,00;0,00
2020-07-26;14,00;22,00;1,00;1,00;1,00;23,00;3,00;2,00;26,00;24,00;2,00;2,00;1,00;0,50;9,00;2,00;0,00;0,50;1,00;0,00;1,00;3,00;5,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00
2020-08-02;16,00;18,00;3,00;0,50;1,00;31,00;0,50;3,00;25,00;28,00;2,00;0,50;3,00;2,00;7,00;3,00;0,00;1,00;3,00;0,50;4,00;5,00;7,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-09;18,00;21,00;1,00;2,00;1,00;26,00;1,00;0,50;29,00;26,00;1,00;1,00;2,00;1,00;16,00;0,50;0,00;0,50;2,00;1,00;3,00;4,00;6,00;0,00;0,00;0,00;0,00;4,00;0,00;0,50;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-16;15,00;10,00;2,00;0,50;0,00;11,00;1,00;1,00;15,00;17,00;1,00;2,00;0,00;1,00;7,00;3,00;0,00;0,00;3,00;2,00;2,00;1,00;4,00;0,00;0,00;0,00;0,50;4,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-23;12,00;10,00;1,00;0,50;0,00;7,00;1,00;0,50;6,00;10,00;0,50;0,00;2,00;1,00;2,00;1,00;0,00;0,50;7,00;2,00;1,00;0,50;2,00;0,00;0,00;0,00;0,50;1,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00
2020-08-30;11,00;7,00;0,50;0,50;0,00;8,00;0,50;0,00;4,00;9,00;1,00;0,00;1,00;1,00;2,00;1,00;0,50;0,50;2,00;0,50;2,00;2,00;2,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-06;6,00;6,00;1,00;0,00;1,00;7,00;1,00;2,00;3,00;12,00;1,00;0,50;0,50;1,00;3,00;1,00;2,00;1,00;1,00;0,50;0,00;0,50;0,50;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-13;4,00;2,00;1,00;0,00;2,00;3,00;0,50;1,00;2,00;6,00;0,00;0,50;1,00;1,00;3,00;0,50;0,00;1,00;1,00;0,00;0,00;2,00;1,00;0,00;0,00;0,00;0,50;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-20;8,00;3,00;0,50;1,00;1,00;7,00;2,00;1,00;2,00;5,00;1,00;1,00;1,00;1,00;1,00;0,00;0,00;0,50;2,00;1,00;1,00;0,00;3,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-27;4,00;3,00;1,00;0,00;0,50;3,00;1,00;0,50;2,00;3,00;0,00;0,50;1,00;0,50;0,50;0,00;0,00;0,50;1,00;1,00;0,50;1,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2020-10-04;6,00;4,00;0,50;0,00;1,00;4,00;1,00;0,50;2,00;3,00;0,50;0,50;0,50;0,00;1,00;0,50;0,00;0,50;2,00;0,50;0,50;0,50;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-11;4,00;2,00;0,50;0,00;0,00;1,00;0,50;0,00;1,00;3,00;0,50;0,50;1,00;2,00;1,00;0,50;0,00;0,00;1,00;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-18;5,00;4,00;0,50;0,50;0,00;2,00;0,00;0,00;0,50;4,00;0,50;1,00;1,00;0,50;0,00;0,00;0,00;0,00;1,00;1,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-25;100,00;3,00;0,50;0,00;0,50;2,00;0,00;0,00;2,00;4,00;1,00;0,00;0,50;0,00;1,00;0,50;0,00;0,00;1,00;0,50;0,50;1,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-01;6,00;3,00;0,50;0,00;1,00;1,00;0,50;0,00;2,00;3,00;0,50;0,50;0,50;0,00;0,50;1,00;0,00;2,00;0,50;0,00;0,00;1,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-08;5,00;3,00;1,00;0,00;0,50;3,00;0,50;0,50;2,00;9,00;1,00;0,00;0,00;0,50;0,50;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-15;3,00;5,00;1,00;0,50;1,00;4,00;0,50;0,50;2,00;4,00;0,50;0,50;0,50;1,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-22;5,00;4,00;0,00;0,00;1,00;5,00;1,00;1,00;2,00;3,00;0,00;0,00;0,50;0,50;0,00;0,00;0,00;0,00;1,00;0,00;0,50;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-29;5,00;4,00;1,00;0,50;2,00;3,00;0,50;0,50;2,00;6,00;0,50;0,50;1,00;0,50;2,00;1,00;0,00;0,00;1,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-06;6,00;2,00;1,00;0,00;1,00;4,00;1,00;1,00;2,00;3,00;0,00;0,00;0,00;0,00;1,00;0,00;0,50;0,00;1,00;0,50;1,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-13;6,00;3,00;0,50;0,00;1,00;2,00;1,00;0,50;3,00;4,00;0,50;0,00;1,00;1,00;1,00;0,00;0,50;1,00;1,00;0,50;0,50;1,00;2,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-20;4,00;3,00;1,00;0,00;1,00;3,00;0,50;0,00;4,00;6,00;0,50;0,00;1,00;0,50;0,00;0,00;0,50;2,00;1,00;0,50;0,50;1,00;2,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-27;3,00;7,00;1,00;0,00;1,00;2,00;0,00;0,00;4,00;5,00;0,00;0,50;1,00;1,00;1,00;0,00;0,00;0,50;1,00;1,00;0,50;0,50;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-03;4,00;6,00;0,50;0,50;0,00;2,00;0,50;0,50;6,00;6,00;0,50;0,00;2,00;0,50;2,00;0,50;0,00;0,50;2,00;0,50;0,00;1,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-10;3,00;2,00;2,00;0,00;0,50;2,00;1,00;2,00;5,00;5,00;1,00;0,00;0,00;0,00;2,00;2,00;0,00;0,00;0,00;0,50;0,00;0,50;1,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-17;5,00;5,00;1,00;0,00;1,00;4,00;1,00;0,50;5,00;4,00;1,00;0,00;1,00;0,50;1,00;0,00;0,00;0,50;0,00;1,00;1,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-24;2,00;3,00;2,00;0,50;0,00;4,00;1,00;1,00;3,00;6,00;2,00;0,50;0,00;0,00;1,00;1,00;0,50;0,50;1,00;0,50;1,00;1,00;2,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-31;3,00;5,00;0,50;0,00;0,50;2,00;2,00;0,50;2,00;5,00;1,00;0,00;0,50;0,50;2,00;1,00;0,00;0,00;2,00;0,00;0,50;1,00;2,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-07;4,00;4,00;0,50;0,50;0,00;3,00;0,50;0,50;4,00;6,00;1,00;0,00;1,00;1,00;2,00;0,00;0,00;0,00;0,50;0,00;0,00;1,00;0,50;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-14;3,00;6,00;0,00;0,50;0,50;5,00;1,00;0,50;3,00;6,00;0,00;0,00;2,00;0,00;1,00;0,50;0,00;0,00;1,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,50;1,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-21;7,00;5,00;1,00;0,00;0,00;5,00;1,00;2,00;3,00;7,00;1,00;0,00;0,50;0,00;0,50;0,50;0,00;1,00;1,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-28;4,00;3,00;0,50;0,00;0,50;4,00;0,50;0,50;4,00;4,00;0,00;0,00;0,50;0,50;2,00;0,50;0,00;1,00;0,00;0,00;0,50;0,50;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-07;3,00;5,00;0,00;0,00;0,00;3,00;1,00;1,00;7,00;4,00;1,00;0,00;1,00;0,00;0,50;0,00;0,00;0,00;2,00;0,00;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00
2021-03-14;4,00;7,00;1,00;1,00;1,00;6,00;2,00;0,50;3,00;11,00;1,00;0,00;0,00;0,00;1,00;1,00;0,00;1,00;0,50;0,50;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-21;2,00;8,00;2,00;0,00;1,00;5,00;2,00;2,00;6,00;11,00;1,00;1,00;1,00;0,50;1,00;1,00;0,50;0,00;1,00;1,00;1,00;2,00;0,00;0,00;0,00;0,00;0,50;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-28;2,00;14,00;1,00;0,50;0,50;9,00;1,00;1,00;5,00;9,00;1,00;1,00;1,00;0,50;3,00;0,00;0,00;0,50;1,00;0,00;1,00;1,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-04;3,00;12,00;0,50;1,00;1,00;12,00;0,50;1,00;8,00;9,00;0,50;0,50;0,50;1,00;2,00;0,50;0,00;0,50;3,00;0,00;0,50;2,00;1,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2021-04-11;4,00;10,00;1,00;1,00;0,50;8,00;1,00;2,00;6,00;12,00;1,00;0,50;2,00;0,00;1,00;0,50;0,00;0,50;1,00;1,00;0,50;2,00;1,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-18;5,00;11,00;1,00;0,00;1,00;10,00;2,00;2,00;9,00;11,00;1,00;0,50;2,00;1,00;3,00;0,50;0,00;1,00;0,50;1,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-25;5,00;10,00;2,00;1,00;2,00;7,00;1,00;2,00;11,00;10,00;0,50;0,50;2,00;1,00;2,00;1,00;0,00;0,50;1,00;0,50;0,50;1,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-02;5,00;12,00;0,50;0,00;0,00;7,00;2,00;2,00;10,00;16,00;0,50;1,00;1,00;0,50;3,00;1,00;0,00;1,00;1,00;0,50;1,00;1,00;0,50;0,00;0,00;0,00;0,50;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-09;6,00;16,00;0,50;0,50;0,00;14,00;1,00;4,00;12,00;17,00;1,00;0,00;2,00;2,00;5,00;1,00;1,00;1,00;0,00;0,00;1,00;2,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-16;8,00;15,00;2,00;0,50;1,00;19,00;1,00;2,00;15,00;31,00;2,00;1,00;2,00;1,00;6,00;1,00;0,00;0,00;0,50;0,50;0,00;2,00;0,50;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-23;7,00;18,00;0,50;2,00;0,50;23,00;3,00;3,00;12,00;34,00;1,00;1,00;2,00;1,00;7,00;1,00;0,00;0,50;2,00;1,00;0,50;3,00;3,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-30;8,00;26,00;2,00;1,00;0,50;98,00;1,00;3,00;21,00;28,00;2,00;2,00;3,00;1,00;7,00;0,50;0,50;0,50;1,00;1,00;1,00;2,00;3,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-06;8,00;27,00;3,00;0,50;1,00;31,00;1,00;5,00;20,00;39,00;2,00;0,50;3,00;3,00;7,00;0,50;0,50;1,00;1,00;1,00;1,00;3,00;3,00;0,00;0,00;0,00;0,00;2,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-13;13,00;33,00;4,00;1,00;2,00;28,00;1,00;4,00;26,00;57,00;2,00;1,00;1,00;2,00;20,00;2,00;0,00;0,00;2,00;0,00;1,00;4,00;3,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-20;14,00;35,00;2,00;1,00;0,00;30,00;1,00;5,00;31,00;62,00;0,50;1,00;1,00;1,00;18,00;2,00;0,00;1,00;1,00;1,00;3,00;3,00;2,00;0,50;0,00;0,00;0,00;1,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-27;6,00;64,00;0,00;1,00;1,00;31,00;0,00;5,00;36,00;52,00;2,00;2,00;3,00;4,00;21,00;3,00;0,00;1,00;1,00;1,00;2,00;5,00;4,00;0,00;0,00;0,00;0,00;1,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00
2021-07-04;15,00;42,00;2,00;3,00;1,00;33,00;2,00;5,00;31,00;68,00;3,00;0,00;3,00;4,00;19,00;1,00;0,50;1,00;2,00;0,00;3,00;4,00;2,00;0,00;0,00;0,00;0,50;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-11;11,00;25,00;2,00;2,00;2,00;27,00;0,50;7,00;38,00;43,00;2,00;1,00;2,00;1,00;18,00;1,00;0,00;1,00;3,00;0,50;7,00;7,00;4,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-18;13,00;25,00;2,00;2,00;2,00;27,00;1,00;5,00;33,00;40,00;2,00;0,00;2,00;1,00;11,00;0,50;1,00;1,00;1,00;0,50;2,00;3,00;3,00;0,00;0,00;0,00;0,00;2,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-25;62,00;19,00;1,00;3,00;1,00;21,00;2,00;2,00;32,00;41,00;1,00;0,50;4,00;1,00;18,00;1,00;0,50;1,00;2,00;0,50;2,00;2,00;4,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00
2021-08-01;30,00;33,00;1,00;2,00;2,00;34,00;1,00;1,00;32,00;53,00;0,50;0,00;2,00;1,00;17,00;2,00;0,00;0,00;2,00;2,00;3,00;6,00;2,00;0,00;0,00;0,00;0,50;3,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00
2021-08-08;16,00;29,00;2,00;2,00;0,50;38,00;3,00;3,00;37,00;55,00;1,00;1,00;3,00;2,00;20,00;1,00;1,00;1,00;4,00;0,50;5,00;4,00;3,00;0,50;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-15;13,00;29,00;2,00;1,00;1,00;35,00;3,00;2,00;32,00;56,00;1,00;0,00;2,00;3,00;20,00;2,00;0,50;1,00;2,00;0,50;2,00;6,00;3,00;0,50;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-22;17,00;24,00;2,00;1,00;1,00;24,00;0,50;1,00;28,00;39,00;2,00;1,00;2,00;3,00;16,00;1,00;0,00;1,00;1,00;0,50;3,00;4,00;6,00;0,00;0,50;0,00;0,00;3,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-29;11,00;20,00;3,00;1,00;1,00;23,00;1,00;4,00;17,00;35,00;0,50;0,50;2,00;2,00;11,00;3,00;1,00;0,00;0,50;0,50;2,00;3,00;3,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-05;9,00;17,00;2,00;1,00;2,00;17,00;1,00;0,50;9,00;21,00;1,00;1,00;1,00;2,00;6,00;1,00;0,00;0,50;1,00;0,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;4,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-12;13,00;13,00;1,00;1,00;1,00;13,00;1,00;1,00;8,00;22,00;1,00;2,00;5,00;1,00;6,00;1,00;1,00;0,00;0,50;0,00;2,00;3,00;4,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-19;9,00;10,00;1,00;0,00;0,50;13,00;0,00;1,00;10,00;14,00;0,00;0,00;2,00;0,00;6,00;1,00;0,00;1,00;0,50;0,00;1,00;0,50;2,00;0,00;0,00;0,00;0,00;1,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-26;8,00;14,00;0,50;0,50;3,00;10,00;0,50;1,00;7,00;8,00;0,50;1,00;3,00;0,50;2,00;0,50;0,00;0,50;0,50;0,00;1,00;1,00;2,00;0,00;0,00;0,50;0,00;1,00;0,00;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-03;8,00;9,00;0,00;0,00;1,00;8,00;1,00;0,50;8,00;11,00;2,00;0,50;1,00;1,00;0,50;2,00;0,00;1,00;1,00;0,00;0,50;1,00;1,00;0,00;0,00;0,00;0,50;1,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-10;8,00;6,00;1,00;1,00;1,00;5,00;0,50;0,00;4,00;6,00;1,00;0,00;1,00;0,00;1,00;1,00;0,50;1,00;0,00;0,00;1,00;2,00;0,50;0,00;0,00;0,00;0,50;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-17;8,00;9,00;0,50;0,00;2,00;5,00;2,00;0,50;4,00;5,00;0,00;0,50;1,00;1,00;1,00;1,00;0,00;0,00;1,00;0,00;1,00;2,00;1,00;0,00;0,50;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-24;12,00;5,00;1,00;0,00;1,00;7,00;0,50;0,50;2,00;3,00;0,00;0,00;2,00;0,00;0,00;0,50;0,00;0,50;1,00;1,00;2,00;1,00;2,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-31;5,00;10,00;0,00;0,00;1,00;6,00;2,00;0,50;2,00;4,00;1,00;0,00;2,00;0,00;1,00;1,00;0,50;0,00;0,50;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-07;7,00;9,00;1,00;0,00;3,00;7,00;0,00;1,00;4,00;7,00;2,00;1,00;4,00;1,00;1,00;1,00;0,00;1,00;1,00;1,00;2,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
